law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,source,date_pulled
Paul T. Grahovac,,,https://lawyers.justia.com/lawyer/paul-t-grahovac-1731118,LAWRENCE,KS,Douglas,(785) 830-7355,,General,3741 GREENWAY CIR,66046,Lawrence,2,,KS Courts Registry,2026-08-17
Floyd Gehrt,,,https://lawyers.justia.com/lawyer/floyd-gehrt-918985,Lawrence,KS,Douglas,(785) 843-9525,,General,1604 St Andrews Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Joseph Krahn,,,https://lawyers.justia.com/lawyer/joseph-krahn-920920,Lawrence,KS,Douglas,(785) 296-3501,,General,703 Indiana St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Scott Morgan,https://www.morganlegal.com,,https://lawyers.justia.com/lawyer/scott-morgan-920859,Lawrence,KS,Douglas,(785) 841-3534,,Personal Injury,1618 Inverness Dr,66047,Lawrence,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Branden Bell,,,https://lawyers.justia.com/lawyer/branden-bell-924177,Lawrence,KS,Douglas,(785) 218-2215,,General,123 W 8th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Deborah Moody,,,https://lawyers.justia.com/lawyer/deborah-moody-922960,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Rose Marino,,,https://lawyers.justia.com/lawyer/rose-marino-923990,Lawrence,KS,Douglas,(785) 864-3277,,General,1640 New Hampshire St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Phyllis Ragley,,,https://lawyers.justia.com/lawyer/phyllis-ragley-917424,Lawrence,KS,Douglas,(785) 843-4202,,General,1112 W 6th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
David Berkowitz,,,https://lawyers.justia.com/lawyer/david-berkowitz-922512,Lawrence,KS,Douglas,(785) 843-0420,,General,4106 W 6th St,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Timothy George Riling,https://www.rilinglaw.com,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 865-1600,ksdocs@rilinglaw.com,Personal Injury,4000 W 6th St Ste B Pmb 171,66049-3205,Lawrence,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Nancy Crane,,,https://lawyers.justia.com/lawyer/nancy-crane-918184,Lawrence,KS,Douglas,(785) 760-2342,,General,4006 W 26th Terrace,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Elinor Schroeder,,,https://lawyers.justia.com/lawyer/elinor-schroeder-919290,Lawrence,KS,Douglas,(785) 864-4550,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
James Paddock,,,https://lawyers.justia.com/lawyer/james-paddock-918916,Lawrence,KS,Douglas,(785) 843-0206,,General,4405 Quail Pointe Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Lucia Orth,,,https://lawyers.justia.com/lawyer/lucia-orth-920817,Lawrence,KS,Douglas,(785) 842-8479,,General,4508 Cedar Ridge Ct,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Bob Corkins,,,https://lawyers.justia.com/lawyer/bob-corkins-918549,Lawrence,KS,Douglas,(785) 357-7709,,General,1618 E 686th Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Joan Hawkins,,,https://lawyers.justia.com/lawyer/joan-hawkins-920046,Lawrence,KS,Douglas,(785) 843-1009,,General,3300 Mesa Way,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Robert Glicksman,,,https://lawyers.justia.com/lawyer/robert-glicksman-917306,Lawrence,KS,Douglas,(785) 864-9219,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Janet Garlow,,,https://lawyers.justia.com/lawyer/janet-garlow-920592,Lawrence,KS,Douglas,(785) 841-8124,,General,2415 Harvard Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Jeffrey Carlin,,,https://lawyers.justia.com/lawyer/jeffrey-carlin-919072,Lawrence,KS,Douglas,(785) 842-4100,,General,719 Massachusetts St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
John Allen Frydman,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 749-1122,,General,123 W 8th St Ste 207,66044-2687,Lawrence,2,,KS Courts Registry,2026-08-17
Wendy Rohleder-Sook,,,https://lawyers.justia.com/lawyer/wendy-rohleder-sook-919085,Lawrence,KS,Douglas,(785) 864-2896,,General,3409 Stone Post Ct,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Keith Meyer,,,https://lawyers.justia.com/lawyer/keith-meyer-923084,Lawrence,KS,Douglas,(785) 864-4550,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Jean Shepherd,,,https://lawyers.justia.com/lawyer/jean-shepherd-917814,Lawrence,KS,Douglas,(785) 832-5230,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Jessica Robison Kunen,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 766-8330,,General,3008 Topeka Ln,66047-2723,Lawrence,2,,KS Courts Registry,2026-08-17
John Bulkley,,,https://lawyers.justia.com/lawyer/john-bulkley-917158,Lawrence,KS,Douglas,(785) 832-5315,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
David Pena Trevino,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-8738,,General,120 E 9th St Ste 202,66044-2692,Lawrence,2,,KS Courts Registry,2026-08-17
Michael Heim,,,https://lawyers.justia.com/lawyer/michael-heim-916473,Lawrence,KS,Douglas,(785) 296-3181,,General,450 Nebraska St,66046,Lawrence,2,,KS Courts Registry,2026-08-17
Jason Long,,,https://lawyers.justia.com/lawyer/jason-long-920475,Lawrence,KS,Douglas,(785) 312-7585,,General,1527 W 27th St,66046,Lawrence,2,,KS Courts Registry,2026-08-17
Susan Esau,,,https://lawyers.justia.com/lawyer/susan-esau-919164,Lawrence,KS,Douglas,(785) 832-5000,,General,110 McDonald Dr,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Mary Beck Briscoe,,,https://lawyers.justia.com/lawyer/mary-beck-briscoe-916989,Lawrence,KS,Douglas,(785) 843-4067,,General,645 Massachusetts St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Malcolm Burns,,,https://lawyers.justia.com/lawyer/malcolm-burns-919952,Lawrence,KS,Douglas,(785) 748-0604,,General,597 N 604th Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Luann Dixon,,,https://lawyers.justia.com/lawyer/luann-dixon-921039,Lawrence,KS,Douglas,(785) 748-0604,,General,597 N 604th Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Elizabeth Hogan,,,https://lawyers.justia.com/lawyer/elizabeth-hogan-920244,Lawrence,KS,Douglas,(785) 838-4747,,General,636 Bently Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Ryan Elliot,,,https://lawyers.justia.com/lawyer/ryan-elliot-921942,Lawrence,KS,Douglas,(785) 244-1317,,General,2500 Wallace Rd,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Perry Warren,,,https://lawyers.justia.com/lawyer/perry-warren-922820,Lawrence,KS,Douglas,(785) 899-3142,,General,2011 Crossgate Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Ann Wolter,,,https://lawyers.justia.com/lawyer/ann-wolter-921234,Lawrence,KS,Douglas,(785) 235-5678,,General,4109 Harvard Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Shelley Hickman Clark,,,https://lawyers.justia.com/lawyer/shelley-hickman-clark-919189,Lawrence,KS,Douglas,(785) 864-9291,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Price Banks,,,https://lawyers.justia.com/lawyer/price-banks-922288,Lawrence,KS,Douglas,(785) 842-7900,,General,901 Kentucky St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
John Andra,,,https://lawyers.justia.com/lawyer/john-andra-918230,Lawrence,KS,Douglas,(785) 296-8184,,General,2019 Heatherwood Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
James E. Rumsey,http://yellowpages.com/lawrence-ks/mip/barber-emerson-llc-2776500,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 856-3264,,General,840 Connecticut St Ste B,,Kansas City,2,,KS Courts Registry,2026-08-17
Charles Briscoe,,,https://lawyers.justia.com/lawyer/charles-briscoe-916988,Lawrence,KS,Douglas,(785) 864-5564,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Colleen Harrell,,,https://lawyers.justia.com/lawyer/colleen-harrell-921065,Lawrence,KS,Douglas,(785) 271-3138,,General,1607 Cypress Point Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Michelle Crawford,,,https://lawyers.justia.com/lawyer/michelle-crawford-922168,Lawrence,KS,Douglas,(785) 471-4266,,General,2704 Century Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Sandra McKenzie,,,https://lawyers.justia.com/lawyer/sandra-mckenzie-916769,Lawrence,KS,Douglas,(785) 864-9229,,General,1535 W 15th St,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Nicole Desiree Pottroff,,,https://lawyers.justia.com/lawyer/nicole-desiree-pottroff-1731370,LAWRENCE,KS,Douglas,(785) 200-8919,,General,901 KENTUCKY ST,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Shelley White,,,https://lawyers.justia.com/lawyer/shelley-white-916237,Lawrence,KS,Douglas,(785) 841-0211,,General,3018 Campfire Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Jennifer Dawn Ananda,,,https://lawyers.justia.com/lawyer/jennifer-dawn-ananda-1730913,LAWRENCE,KS,Douglas,(650) 383-4753,,General,330 MAINE ST,66044,Lawrence,2,,KS Courts Registry,2026-08-17
"Elbridge, IV Griffy",,,https://lawyers.justia.com/lawyer/elbridge-iv-griffy-922725,Lawrence,KS,Douglas,(785) 842-0040,,General,901 Kentucky St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Pamela V. Keller,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-9274,,General,1535 W 15th St,66045-7577,Lawrence,2,,KS Courts Registry,2026-08-17
"Stancliffe, Craig A",http://stancliffecraiga.localsearch.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-6432,,Social Security Disability,1244 Rhode Island St,,Kansas City,2,,KS Courts Registry,2026-08-17
Anne Garlinghouse,,,https://lawyers.justia.com/lawyer/anne-garlinghouse-920591,Lawrence,KS,Douglas,(785) 832-9944,,General,1012 Massachusetts St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Nancy Ulrich,,,https://lawyers.justia.com/lawyer/nancy-ulrich-923266,Lawrence,KS,Douglas,(785) 296-0685,,General,1129 Williamsburg Ln,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Evelyn Anne Kemple,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11 Th St,66044-2909,Lawrence,2,,KS Courts Registry,2026-08-17
Stephanie Haggard,,,https://lawyers.justia.com/lawyer/stephanie-haggard-923474,Lawrence,KS,Douglas,(785) 832-2181,,General,1441 Wakarusa Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Gerald E. Wells II,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 856-3925,,General,Po Box 641,66044-0641,Lawrence,2,,KS Courts Registry,2026-08-17
Crystal Whitebread Mai,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 864-9208,,General,1535 W 15th St Rm 205 B,66045-7608,Lawrence,2,,KS Courts Registry,2026-08-17
Julie Michelle Numrich,,,https://lawyers.justia.com/lawyer/julie-michelle-numrich-1731331,LAWRENCE,KS,Douglas,(785) 864-3113,,General,1405 JAYHAWK BLVD #230,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Robert Claus,,,https://lawyers.justia.com/lawyer/robert-claus-923037,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Rachel Monger,,,https://lawyers.justia.com/lawyer/rachel-monger-916953,Lawrence,KS,Douglas,(785) 842-2345,,General,1000 Emery Rd,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Scott James Miller,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 832-3470,,General,6 E 6th StOf Lawrence Ks,66044-2268,Lawrence,2,,KS Courts Registry,2026-08-17
"Johnson, Thomas H, ATTY",http://petefishlaw.com,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 843-0450,,Criminal Defense,842 Louisiana St,,Kansas City,5,,KS Courts Registry,2026-08-17
Vashti Winterburg,,,https://lawyers.justia.com/lawyer/vashti-winterburg-921717,Lawrence,KS,Douglas,(785) 843-2855,,General,3013 Topeka Ln,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Otto Newton,,,https://lawyers.justia.com/lawyer/otto-newton-922616,Lawrence,KS,Douglas,(785) 865-2941,,General,4525 Cedar Ridge Ct,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Sarah Catherine Johnson,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 845-1848,,General,810 Pennsylvania St Ste 31,66044-2754,Lawrence,2,,KS Courts Registry,2026-08-17
Reid Nelson,,,https://lawyers.justia.com/lawyer/reid-nelson-916545,Lawrence,KS,Douglas,(785) 296-5484,,General,3021 W 26th St,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Joyce Lancaster,,,https://lawyers.justia.com/lawyer/joyce-lancaster-922496,Lawrence,KS,Douglas,(785) 841-6113,,General,3205 Ranger Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Cynthia Claus,,,https://lawyers.justia.com/lawyer/cynthia-claus-923036,Lawrence,KS,Douglas,(785) 312-7352,,General,1220 Sunset Dr,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Larry Welch,,,https://lawyers.justia.com/lawyer/larry-welch-920647,Lawrence,KS,Douglas,(785) 296-8204,,General,2241 Rodeo Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Brenda Jane Clary,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 691-7879,,General,810 Pennsylvania St Ste 203,66044-2754,Lawrence,2,,KS Courts Registry,2026-08-17
Randall Butler,,,https://lawyers.justia.com/lawyer/randall-butler-918764,Lawrence,KS,Douglas,(785) 339-3596,,General,2309 Stowe Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Gordon Penny,,,https://lawyers.justia.com/lawyer/gordon-penny-921556,Lawrence,KS,Douglas,(785) 749-3712,,Personal Injury,1614 Cypress Point Dr,66047,Lawrence,5,,KS Courts Registry,2026-08-17
William Pendleton,,,https://lawyers.justia.com/lawyer/william-pendleton-921552,Lawrence,KS,Douglas,(785) 843-3536,,General,1031 Vermont St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
David Lord,,,https://lawyers.justia.com/lawyer/david-lord-924205,Lawrence,KS,Douglas,(785) 296-5215,,General,3401 W 24th Pl,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Jehan Kamil,,,https://lawyers.justia.com/lawyer/jehan-kamil-920075,Lawrence,KS,Douglas,(785) 830-8865,,General,526 Wilma Way,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Jane Frydman,,,https://lawyers.justia.com/lawyer/jane-frydman-921937,Lawrence,KS,Douglas,(785) 842-4011,,General,1616 Stratford Rd,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Dennis Joel Highberger,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-3313,,General,1024 New York St,66044-3050,Lawrence,2,,KS Courts Registry,2026-08-17
James Flory,,,https://lawyers.justia.com/lawyer/james-flory-917578,Lawrence,KS,Douglas,(785) 842-0054,,General,540 N 711th Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Kathryn Marsh,,,https://lawyers.justia.com/lawyer/kathryn-marsh-922414,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
William Martin,,,https://lawyers.justia.com/lawyer/william-martin-916043,Lawrence,KS,Douglas,(785) 838-1960,,General,3140 Nieder Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Terrence Hines,,,https://lawyers.justia.com/lawyer/terrence-hines-923239,Lawrence,KS,Douglas,(785) 864-7993,,General,1651 Naismith Dr,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Christopher Souders,,,https://lawyers.justia.com/lawyer/christopher-souders-919490,Lawrence,KS,Douglas,(785) 840-9527,,General,1653 Louisiana St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Larry Fullerton,,,https://lawyers.justia.com/lawyer/larry-fullerton-917468,Lawrence,KS,Douglas,(785) 597-5124,,General,821 Mississippi St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Ellen Miles Taylor,,,https://lawyers.justia.com/lawyer/ellen-miles-taylor-920329,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Laura Palmer,,,https://lawyers.justia.com/lawyer/laura-palmer-923865,Lawrence,KS,Douglas,(785) 832-2970,,General,204 W 12th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Jessica Amanda Whittamore,,,https://lawyers.justia.com/lawyer/jessica-amanda-whittamore-1731532,LAWRENCE,KS,Douglas,(913) 683-1119,,General,303 GLENVIEW DR,66049,Lawrence,2,,KS Courts Registry,2026-08-17
David Schauner,,,https://lawyers.justia.com/lawyer/david-schauner-916093,Lawrence,KS,Douglas,(785) 232-8271,,General,5002 Jeffries Ct,66047,Lawrence,2,,KS Courts Registry,2026-08-17
John Wilkinson,,,https://lawyers.justia.com/lawyer/john-wilkinson-922003,Lawrence,KS,Douglas,(785) 233-8826,,General,4319 Wimbledon Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Amy McGowan,,,https://lawyers.justia.com/lawyer/amy-mcgowan-919996,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Sandra Hazlett,,,https://lawyers.justia.com/lawyer/sandra-hazlett-923613,Lawrence,KS,Douglas,(785) 749-4288,,General,843 N 1500 Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Micah Lee Tempel,,,https://lawyers.justia.com/lawyer/micah-lee-tempel-1731485,LAWRENCE,KS,Douglas,(970) 310-5479,,General,211 E 8TH ST,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Tony Folsom,,,https://lawyers.justia.com/lawyer/tony-folsom-923275,Lawrence,KS,Douglas,(785) 296-2388,,General,704 Fox Chase Ct,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Joyce Haile,,,https://lawyers.justia.com/lawyer/joyce-haile-920653,Lawrence,KS,Douglas,(785) 749-2969,,Estate Planning,1040 New Hampshire St,66044,Lawrence,4,,KS Courts Registry,2026-08-17
Jonathan Paretsky,,,https://lawyers.justia.com/lawyer/jonathan-paretsky-917320,Lawrence,KS,Douglas,(785) 291-3005,,General,2323 Orchard Ln,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Sean Justin Ostrow,,,https://lawyers.justia.com/lawyer/sean-justin-ostrow-1731341,LAWRENCE,KS,Douglas,(785) 550-5363,,General,1718 BOBWHITE DR,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Dakota Thompson Loomis,https://www.loomislaw.com,,https://lawyers.justia.com/lawyer/dakota-thompson-loomis-1731250,LAWRENCE,KS,Douglas,(785) 832-5242,kbeall@kbealllaw.com,Family Law,111 E 11TH ST,66044,Lawrence,4,6,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Scott Dold,,,https://lawyers.justia.com/lawyer/scott-dold-917458,Lawrence,KS,Douglas,(785) 842-7387,,Estate Planning,1029 Tennessee St,66044,Lawrence,4,,KS Courts Registry,2026-08-17
Jon Josserand,,,https://lawyers.justia.com/lawyer/jon-josserand-918420,Lawrence,KS,Douglas,(785) 864-4186,,General,1450 Jayhawk Blvd,66045,Lawrence,2,,KS Courts Registry,2026-08-17
Kelly Beal,,,https://lawyers.justia.com/lawyer/kelly-beal-916826,Lawrence,KS,Douglas,(785) 840-0277,,General,2000 Atchison Ave,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Dan Dannenberg,,,https://lawyers.justia.com/lawyer/dan-dannenberg-922621,Lawrence,KS,Douglas,(785) 296-6350,,General,2702 University Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Caroline Ong,,,https://lawyers.justia.com/lawyer/caroline-ong-923677,Lawrence,KS,Douglas,(785) 271-3361,,General,821 Prescott Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Mary Curtis,,,https://lawyers.justia.com/lawyer/mary-curtis-920758,Lawrence,KS,Douglas,(785) 846-5665,,General,1116 Hilltop Dr,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Paige Butler,,,https://lawyers.justia.com/lawyer/paige-butler-918817,Lawrence,KS,Douglas,(785) 830-8284,,General,5746 Longleaf Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Dennis Prater,,,https://lawyers.justia.com/lawyer/dennis-prater-922698,Lawrence,KS,Douglas,(785) 864-4550,,General,2815 Tomahawk Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
David Hildreth,,,https://lawyers.justia.com/lawyer/david-hildreth-920822,Lawrence,KS,Douglas,(785) 838-3038,,General,2104 E 29th St,66046,Lawrence,2,,KS Courts Registry,2026-08-17
Daniel Welch,,,https://lawyers.justia.com/lawyer/daniel-welch-920644,Lawrence,KS,Douglas,(785) 865-3700,,General,817 N 900th Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Thomas Porter,,,https://lawyers.justia.com/lawyer/thomas-porter-917333,Lawrence,KS,Douglas,(785) 832-6195,,General,1006 New Hampshire St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Michael Maddox,,,https://lawyers.justia.com/lawyer/michael-maddox-918218,Lawrence,KS,Douglas,(785) 830-2606,,General,4405 Goldfield St,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Glenn Rick Trapp,,,https://lawyers.justia.com/lawyer/glenn-rick-trapp-920870,Lawrence,KS,Douglas,(785) 368-8460,,General,2223 Marvonne Rd,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Scott Gates,,,https://lawyers.justia.com/lawyer/scott-gates-918094,Lawrence,KS,Douglas,(785) 296-6000,,General,1021 Eldridge St,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Erin Hatton,,,https://lawyers.justia.com/lawyer/erin-hatton-921769,Lawrence,KS,Douglas,(785) 832-0844,,General,2904 Oxford Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Rick Kittel,,,https://lawyers.justia.com/lawyer/rick-kittel-918297,Lawrence,KS,Douglas,(785) 296-5484,,General,1705 Troon Ln,66047,Lawrence,2,,KS Courts Registry,2026-08-17
James Parr,,,https://lawyers.justia.com/lawyer/james-parr-916297,Lawrence,KS,Douglas,(785) 842-6064,,General,121 Providence Rd,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Ryan Hickman,https://www.hickmanlaw.com,,https://lawyers.justia.com/lawyer/ryan-hickman-919192,Lawrence,KS,Douglas,(785) 232-8271,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,Personal Injury,4608 Hearthside Dr,66049,Lawrence,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
"Burr, Lance",http://yellowpages.com/lawrence-ks/mip/barber-emerson-llc-2776500,,https://www.yellowpages.com/lawrence-ks/attorneys,Lawrence,KS,Douglas,(785) 842-1133,,General,16 E 13th St,,Kansas City,2,,KS Courts Registry,2026-08-17
Tracy Venters,,,https://lawyers.justia.com/lawyer/tracy-venters-917297,Lawrence,KS,Douglas,(785) 843-4067,,General,4213 Jayme Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Charles Blaser,,,https://lawyers.justia.com/lawyer/charles-blaser-918733,Lawrence,KS,Douglas,(785) 749-0765,,General,329 Tallgrass Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Amy Whalen Risley,,,https://lawyers.justia.com/lawyer/amy-whalen-risley-916859,Lawrence,KS,Douglas,(785) 843-1638,,General,1647 Bob White Dr,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Emily Kofron,,,https://lawyers.justia.com/lawyer/emily-kofron-916054,Lawrence,KS,Douglas,(785) 842-8100,,General,900 Massachusetts St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Francis Larcher,,,https://lawyers.justia.com/lawyer/francis-larcher-924284,Lawrence,KS,Douglas,(785) 749-4500,,General,5030 W 15th St,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Carrie Wortman,,,https://lawyers.justia.com/lawyer/carrie-wortman-917538,Lawrence,KS,Douglas,(785) 291-3935,,General,3721 Overland Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Bonita Joy Yoder,,,https://lawyers.justia.com/lawyer/bonita-joy-yoder-921724,Lawrence,KS,Douglas,(785) 842-2288,,General,608 Kentucky St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Anne Emert,,,https://lawyers.justia.com/lawyer/anne-emert-919239,Lawrence,KS,Douglas,(785) 295-7637,,General,1720 Illinois St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Daniel Klauber,,,https://lawyers.justia.com/lawyer/daniel-klauber-919706,Lawrence,KS,Douglas,(785) 842-3329,,General,400 Casa Bonita Dr,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Trent Krug,,,https://lawyers.justia.com/lawyer/trent-krug-919447,Lawrence,KS,Douglas,(785) 841-0211,,General,111 E 11th St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Rachael Lyle,,,https://lawyers.justia.com/lawyer/rachael-lyle-923643,Lawrence,KS,Douglas,(785) 296-2433,,General,2323 Orchard Ln,66049,Lawrence,2,,KS Courts Registry,2026-08-17
Terill Canfield-Eye,,,https://lawyers.justia.com/lawyer/terill-canfield-eye-917439,Lawrence,KS,Douglas,(785) 291-3902,,General,1704 Mississippi St,66044,Lawrence,2,,KS Courts Registry,2026-08-17
Brian Russell,,,https://lawyers.justia.com/lawyer/brian-russell-920242,Lawrence,KS,Douglas,(785) 423-4234,,General,3601 W Clinton Pkwy,66047,Lawrence,2,,KS Courts Registry,2026-08-17
Andrew Steinberg,,,https://lawyers.justia.com/lawyer/andrew-steinberg-924020,Lawrence,KS,Douglas,(785) 864-3360,,General,1651 Naismith Dr,66045,Lawrence,2,,KS Courts Registry,2026-08-17
David Dwayne Melton,,,https://www.avvo.com/all-lawyers/ks/lawrence.html,Lawrence,KS,Douglas,(785) 841-0211,,General,111 W 11 Th St Ste 100,66044-3307,Lawrence,2,,KS Courts Registry,2026-08-17
Georgann Eglinski,,,https://lawyers.justia.com/lawyer/georgann-eglinski-917574,Lawrence,KS,Douglas,(785) 864-4550,,General,18641 Jefferson Hills Dr,66044,Lawrence,2,,KS Courts Registry,2026-08-17
